State_Name,District_Name,Crop_Year,Season,Crop Type,Area,Production
Chhattisgarh,KOREA,2014,Rabi       ,Moong(Green Gram),2,
Chhattisgarh,KOREA,2014,Rabi       ,Other  Rabi pulses,164,
Chhattisgarh,KOREA,2014,Rabi       ,Peas & beans (Pulses),186,74
Chhattisgarh,KOREA,2014,Rabi       ,Potato,719,3901
Chhattisgarh,KOREA,2014,Rabi       ,Rapeseed &Mustard,3750,1826
Chhattisgarh,KOREA,2014,Rabi       ,Wheat,4101,6588
Chhattisgarh,KOREA,2014,Whole Year ,Coriander,54,10
Chhattisgarh,KOREA,2014,Whole Year ,Dry chillies,141,68
Chhattisgarh,KOREA,2014,Whole Year ,Dry ginger,25,27
Chhattisgarh,KOREA,2014,Whole Year ,Garlic,75,177
Chhattisgarh,KOREA,2014,Whole Year ,Jowar,538,396
Chhattisgarh,KOREA,2014,Whole Year ,Onion,152,1166
Chhattisgarh,KOREA,2014,Whole Year ,Sweet potato,120,629
Chhattisgarh,KOREA,2014,Whole Year ,Turmeric,26,23
Chhattisgarh,MAHASAMUND,2014,Kharif     ,Arhar/Tur,696,283
Chhattisgarh,MAHASAMUND,2014,Kharif     ,Groundnut,5268,6936
Chhattisgarh,MAHASAMUND,2014,Kharif     ,Horse-gram,8,2
Chhattisgarh,MAHASAMUND,2014,Kharif     ,Maize,117,183
Chhattisgarh,MAHASAMUND,2014,Kharif     ,Mesta,7,18
Chhattisgarh,MAHASAMUND,2014,Kharif     ,Moong(Green Gram),2776,682
Chhattisgarh,MAHASAMUND,2014,Kharif     ,Other Kharif pulses,103,36
Chhattisgarh,MAHASAMUND,2014,Kharif     ,Rice,272551,510063
Chhattisgarh,MAHASAMUND,2014,Kharif     ,Sannhamp,154,54
Chhattisgarh,MAHASAMUND,2014,Kharif     ,Sesamum,416,193
Chhattisgarh,MAHASAMUND,2014,Kharif     ,Small millets,133,26
Chhattisgarh,MAHASAMUND,2014,Kharif     ,Soyabean,2,3
Chhattisgarh,MAHASAMUND,2014,Kharif     ,Sunflower,488,294
Chhattisgarh,MAHASAMUND,2014,Kharif     ,Urad,9869,2640
Chhattisgarh,MAHASAMUND,2014,Rabi       ,Barley,1,1
Chhattisgarh,MAHASAMUND,2014,Rabi       ,Gram,262,194
Chhattisgarh,MAHASAMUND,2014,Rabi       ,Horse-gram,2,1
Chhattisgarh,MAHASAMUND,2014,Rabi       ,Khesari,4821,4612
Chhattisgarh,MAHASAMUND,2014,Rabi       ,Linseed,26,10
Chhattisgarh,MAHASAMUND,2014,Rabi       ,Masoor,2,1
Chhattisgarh,MAHASAMUND,2014,Rabi       ,Moong(Green Gram),342,64
Chhattisgarh,MAHASAMUND,2014,Rabi       ,Other  Rabi pulses,84,15
Chhattisgarh,MAHASAMUND,2014,Rabi       ,Peas & beans (Pulses),164,87
Chhattisgarh,MAHASAMUND,2014,Rabi       ,Potato,136,1009
Chhattisgarh,MAHASAMUND,2014,Rabi       ,Rapeseed &Mustard,167,88
Chhattisgarh,MAHASAMUND,2014,Rabi       ,Urad,27,6
Chhattisgarh,MAHASAMUND,2014,Rabi       ,Wheat,984,1942
Chhattisgarh,MAHASAMUND,2014,Whole Year ,Banana,19,832
Chhattisgarh,MAHASAMUND,2014,Whole Year ,Coriander,49,20
Chhattisgarh,MAHASAMUND,2014,Whole Year ,Dry chillies,330,193
Chhattisgarh,MAHASAMUND,2014,Whole Year ,Dry ginger,5,50
Chhattisgarh,MAHASAMUND,2014,Whole Year ,Garlic,6,17
Chhattisgarh,MAHASAMUND,2014,Whole Year ,Jowar,24,19
Chhattisgarh,MAHASAMUND,2014,Whole Year ,Onion,242,2087
Chhattisgarh,MAHASAMUND,2014,Whole Year ,Sugarcane,12,72
Chhattisgarh,MAHASAMUND,2014,Whole Year ,Sweet potato,3,
Chhattisgarh,MAHASAMUND,2014,Whole Year ,Turmeric,7,11
Chhattisgarh,MUNGELI,2014,Kharif     ,Arhar/Tur,1682,1110
Chhattisgarh,MUNGELI,2014,Kharif     ,Groundnut,763,986
Chhattisgarh,MUNGELI,2014,Kharif     ,Jute,36,
Chhattisgarh,MUNGELI,2014,Kharif     ,Maize,181,329
Chhattisgarh,MUNGELI,2014,Kharif     ,Moong(Green Gram),17,4
Chhattisgarh,MUNGELI,2014,Kharif     ,Other Kharif pulses,67,32
Chhattisgarh,MUNGELI,2014,Kharif     ,Rice,108824,220811
Chhattisgarh,MUNGELI,2014,Kharif     ,Sesamum,50,23
Chhattisgarh,MUNGELI,2014,Kharif     ,Small millets,461,173
Chhattisgarh,MUNGELI,2014,Kharif     ,Soyabean,6186,5344
Chhattisgarh,MUNGELI,2014,Kharif     ,Urad,84,21
Chhattisgarh,MUNGELI,2014,Rabi       ,Castor seed,4,1
Chhattisgarh,MUNGELI,2014,Rabi       ,Gram,16524,14660
Chhattisgarh,MUNGELI,2014,Rabi       ,Khesari,96725,75108
Chhattisgarh,MUNGELI,2014,Rabi       ,Linseed,305,122
Chhattisgarh,MUNGELI,2014,Rabi       ,Masoor,785,264
Chhattisgarh,MUNGELI,2014,Rabi       ,Moong(Green Gram),2,1
Chhattisgarh,MUNGELI,2014,Rabi       ,Other  Rabi pulses,48,19
Chhattisgarh,MUNGELI,2014,Rabi       ,Peas & beans (Pulses),235,88
Chhattisgarh,MUNGELI,2014,Rabi       ,Potato,103,670
Chhattisgarh,MUNGELI,2014,Rabi       ,Rapeseed &Mustard,29,14
Chhattisgarh,MUNGELI,2014,Rabi       ,Safflower,182,73
Chhattisgarh,MUNGELI,2014,Rabi       ,Urad,34,8
Chhattisgarh,MUNGELI,2014,Rabi       ,Wheat,5579,8348
Chhattisgarh,MUNGELI,2014,Whole Year ,Banana,15,554
Chhattisgarh,MUNGELI,2014,Whole Year ,Coriander,288,77
Chhattisgarh,MUNGELI,2014,Whole Year ,Dry chillies,238,119
Chhattisgarh,MUNGELI,2014,Whole Year ,Jowar,1,1
Chhattisgarh,MUNGELI,2014,Whole Year ,Onion,193,2050
Chhattisgarh,MUNGELI,2014,Whole Year ,Sugarcane,149,1620
Chhattisgarh,MUNGELI,2014,Whole Year ,Sweet potato,14,91
Chhattisgarh,NARAYANPUR,2014,Kharif     ,Arhar/Tur,108,50
Chhattisgarh,NARAYANPUR,2014,Kharif     ,Horse-gram,1855,493
Chhattisgarh,NARAYANPUR,2014,Kharif     ,Maize,1202,2406
Chhattisgarh,NARAYANPUR,2014,Kharif     ,Moong(Green Gram),7,2
Chhattisgarh,NARAYANPUR,2014,Kharif     ,Niger seed,618,129
Chhattisgarh,NARAYANPUR,2014,Kharif     ,Other Kharif pulses,12,2
Chhattisgarh,NARAYANPUR,2014,Kharif     ,Ragi,366,105
Chhattisgarh,NARAYANPUR,2014,Kharif     ,Rice,24856,44005
Chhattisgarh,NARAYANPUR,2014,Kharif     ,Sesamum,27,13
Chhattisgarh,NARAYANPUR,2014,Kharif     ,Small millets,2460,480
Chhattisgarh,NARAYANPUR,2014,Kharif     ,Urad,1425,390
Chhattisgarh,NARAYANPUR,2014,Rabi       ,Gram,51,56
Chhattisgarh,NARAYANPUR,2014,Rabi       ,Khesari,1,
Chhattisgarh,NARAYANPUR,2014,Rabi       ,Peas & beans (Pulses),6,2
Chhattisgarh,NARAYANPUR,2014,Rabi       ,Rapeseed &Mustard,191,121
Chhattisgarh,NARAYANPUR,2014,Rabi       ,Wheat,18,42
Chhattisgarh,NARAYANPUR,2014,Whole Year ,Banana,6,240
Chhattisgarh,NARAYANPUR,2014,Whole Year ,Coriander,7,2
Chhattisgarh,NARAYANPUR,2014,Whole Year ,Dry chillies,17,6
Chhattisgarh,NARAYANPUR,2014,Whole Year ,Dry ginger,2,2
Chhattisgarh,NARAYANPUR,2014,Whole Year ,Jowar,8,6
Chhattisgarh,NARAYANPUR,2014,Whole Year ,Sugarcane,4,19
Chhattisgarh,NARAYANPUR,2014,Whole Year ,Sweet potato,10,58
Chhattisgarh,NARAYANPUR,2014,Whole Year ,Turmeric,3,2
Chhattisgarh,RAIGARH,2014,Kharif     ,Arhar/Tur,2308,1620
Chhattisgarh,RAIGARH,2014,Kharif     ,Bajra,11,5
Chhattisgarh,RAIGARH,2014,Kharif     ,Groundnut,7134,9796
Chhattisgarh,RAIGARH,2014,Kharif     ,Horse-gram,3088,968
Chhattisgarh,RAIGARH,2014,Kharif     ,Maize,924,1907
Chhattisgarh,RAIGARH,2014,Kharif     ,Mesta,43,88
Chhattisgarh,RAIGARH,2014,Kharif     ,Moong(Green Gram),1723,540
Chhattisgarh,RAIGARH,2014,Kharif     ,Niger seed,1350,243
Chhattisgarh,RAIGARH,2014,Kharif     ,Other Kharif pulses,1263,396
Chhattisgarh,RAIGARH,2014,Kharif     ,Rice,228200,367385
Chhattisgarh,RAIGARH,2014,Kharif     ,Sannhamp,259,101
Chhattisgarh,RAIGARH,2014,Kharif     ,Sesamum,2643,1478
Chhattisgarh,RAIGARH,2014,Kharif     ,Small millets,233,79
Chhattisgarh,RAIGARH,2014,Kharif     ,Soyabean,3,3
Chhattisgarh,RAIGARH,2014,Kharif     ,Sunflower,1670,381
Chhattisgarh,RAIGARH,2014,Kharif     ,Urad,16710,4188
Chhattisgarh,RAIGARH,2014,Rabi       ,Gram,569,758
Chhattisgarh,RAIGARH,2014,Rabi       ,Khesari,1472,1503
Chhattisgarh,RAIGARH,2014,Rabi       ,Linseed,299,147
Chhattisgarh,RAIGARH,2014,Rabi       ,Masoor,124,42
Chhattisgarh,RAIGARH,2014,Rabi       ,Moong(Green Gram),1702,533
Chhattisgarh,RAIGARH,2014,Rabi       ,Other  Rabi pulses,235,72
Chhattisgarh,RAIGARH,2014,Rabi       ,Peas & beans (Pulses),855,335
Chhattisgarh,RAIGARH,2014,Rabi       ,Potato,1030,7106
Chhattisgarh,RAIGARH,2014,Rabi       ,Rapeseed &Mustard,1729,960
Chhattisgarh,RAIGARH,2014,Rabi       ,Safflower,8,2
Chhattisgarh,RAIGARH,2014,Rabi       ,Urad,208,41
Chhattisgarh,RAIGARH,2014,Rabi       ,Wheat,2464,5338
Chhattisgarh,RAIGARH,2014,Whole Year ,Banana,92,3010
Chhattisgarh,RAIGARH,2014,Whole Year ,Dry chillies,614,344
Chhattisgarh,RAIGARH,2014,Whole Year ,Dry ginger,589,772
Chhattisgarh,RAIGARH,2014,Whole Year ,Garlic,106,317
Chhattisgarh,RAIGARH,2014,Whole Year ,Jowar,3,2
Chhattisgarh,RAIGARH,2014,Whole Year ,Sugarcane,291,1480
Chhattisgarh,RAIGARH,2014,Whole Year ,Sweet potato,80,478
Chhattisgarh,RAIGARH,2014,Whole Year ,Turmeric,784,641
Chhattisgarh,RAIPUR,2014,Kharif     ,Arhar/Tur,535,254
Chhattisgarh,RAIPUR,2014,Kharif     ,Groundnut,21,29
Chhattisgarh,RAIPUR,2014,Kharif     ,Maize,574,975
Chhattisgarh,RAIPUR,2014,Kharif     ,Mesta,1,3
Chhattisgarh,RAIPUR,2014,Kharif     ,Moong(Green Gram),134,36
Chhattisgarh,RAIPUR,2014,Kharif     ,Other Kharif pulses,7,3
Chhattisgarh,RAIPUR,2014,Kharif     ,Rice,186042,376312
Chhattisgarh,RAIPUR,2014,Kharif     ,Sannhamp,1,
Chhattisgarh,RAIPUR,2014,Kharif     ,Sesamum,348,182
Chhattisgarh,RAIPUR,2014,Kharif     ,Small millets,5,1
Chhattisgarh,RAIPUR,2014,Kharif     ,Soyabean,159,178
Chhattisgarh,RAIPUR,2014,Kharif     ,Sunflower,36,13
Chhattisgarh,RAIPUR,2014,Kharif     ,Urad,216,95
Chhattisgarh,RAIPUR,2014,Rabi       ,Gram,6263,6731
Chhattisgarh,RAIPUR,2014,Rabi       ,Khesari,16080,17255
Chhattisgarh,RAIPUR,2014,Rabi       ,Linseed,71,33
Chhattisgarh,RAIPUR,2014,Rabi       ,Masoor,1056,481
Chhattisgarh,RAIPUR,2014,Rabi       ,Moong(Green Gram),125,28
Chhattisgarh,RAIPUR,2014,Rabi       ,Peas & beans (Pulses),525,239
Chhattisgarh,RAIPUR,2014,Rabi       ,Potato,71,616
Chhattisgarh,RAIPUR,2014,Rabi       ,Rapeseed &Mustard,1309,744
Chhattisgarh,RAIPUR,2014,Rabi       ,Safflower,804,230
Chhattisgarh,RAIPUR,2014,Rabi       ,Urad,375,122
Chhattisgarh,RAIPUR,2014,Rabi       ,Wheat,4068,8307
Chhattisgarh,RAIPUR,2014,Whole Year ,Banana,99,4336
Chhattisgarh,RAIPUR,2014,Whole Year ,Coriander,180,85
Chhattisgarh,RAIPUR,2014,Whole Year ,Dry chillies,386,248
Chhattisgarh,RAIPUR,2014,Whole Year ,Dry ginger,8,13
Chhattisgarh,RAIPUR,2014,Whole Year ,Onion,90,777
Chhattisgarh,RAIPUR,2014,Whole Year ,Sugarcane,89,784
Chhattisgarh,RAIPUR,2014,Whole Year ,Sweet potato,6,36
Chhattisgarh,RAIPUR,2014,Whole Year ,Turmeric,7,14
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,Arhar/Tur,6652,4248
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,Horse-gram,1244,405
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,Maize,1426,2147
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,Mesta,41,81
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,Moong(Green Gram),255,61
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,Niger seed,35,9
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,Other Kharif pulses,188,55
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,Potato,23,135
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,Ragi,115,28
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,Rice,287194,480285
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,Sannhamp,9,4
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,Sesamum,377,182
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,Small millets,5761,1654
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,Soyabean,23275,8765
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,Sunflower,30,21
Chhattisgarh,RAJNANDGAON,2014,Kharif     ,Urad,2617,1024
Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Barley,18,40
Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Gram,57986,55683
Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Horse-gram,702,210
Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Khesari,28157,21757
Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Linseed,3632,1521
Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Masoor,1476,520
Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Moong(Green Gram),293,61
Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Other  Rabi pulses,291,55
Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Peas & beans (Pulses),360,116
Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Potato,21,118
Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Rapeseed &Mustard,386,213
Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Safflower,6,2
Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Urad,492,142
Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Wheat,13022,15803
Chhattisgarh,RAJNANDGAON,2014,Whole Year ,Banana,69,2944
Chhattisgarh,RAJNANDGAON,2014,Whole Year ,Coriander,61,17
Chhattisgarh,RAJNANDGAON,2014,Whole Year ,Dry chillies,333,223
Chhattisgarh,RAJNANDGAON,2014,Whole Year ,Dry ginger,2,2
Chhattisgarh,RAJNANDGAON,2014,Whole Year ,Garlic,13,39
Chhattisgarh,RAJNANDGAON,2014,Whole Year ,Jowar,99,76
Chhattisgarh,RAJNANDGAON,2014,Whole Year ,Onion,145,1167
Chhattisgarh,RAJNANDGAON,2014,Whole Year ,Sugarcane,71,174
Chhattisgarh,RAJNANDGAON,2014,Whole Year ,Sweet potato,29,170
Chhattisgarh,RAJNANDGAON,2014,Whole Year ,Turmeric,1,1
Chhattisgarh,SUKMA,2014,Kharif     ,Arhar/Tur,441,281
Chhattisgarh,SUKMA,2014,Kharif     ,Groundnut,1,2
Chhattisgarh,SUKMA,2014,Kharif     ,Horse-gram,1072,355
Chhattisgarh,SUKMA,2014,Kharif     ,Maize,2899,6278
Chhattisgarh,SUKMA,2014,Kharif     ,Mesta,22,52
Chhattisgarh,SUKMA,2014,Kharif     ,Moong(Green Gram),782,316
Chhattisgarh,SUKMA,2014,Kharif     ,Niger seed,230,38
Chhattisgarh,SUKMA,2014,Kharif     ,Other Kharif pulses,322,21
Chhattisgarh,SUKMA,2014,Kharif     ,Ragi,296,68
Chhattisgarh,SUKMA,2014,Kharif     ,Rice,78438,174280
Chhattisgarh,SUKMA,2014,Kharif     ,Sannhamp,1,
Chhattisgarh,SUKMA,2014,Kharif     ,Sesamum,1876,650
Chhattisgarh,SUKMA,2014,Kharif     ,Small millets,13746,2808
Chhattisgarh,SUKMA,2014,Kharif     ,Soyabean,1,1
Chhattisgarh,SUKMA,2014,Kharif     ,Sunflower,5,2
Chhattisgarh,SUKMA,2014,Kharif     ,Urad,585,247
Chhattisgarh,SUKMA,2014,Rabi       ,Gram,1,
Chhattisgarh,SUKMA,2014,Rabi       ,Horse-gram,58,15
Chhattisgarh,SUKMA,2014,Rabi       ,Moong(Green Gram),223,61
Chhattisgarh,SUKMA,2014,Rabi       ,Other  Rabi pulses,13,7
Chhattisgarh,SUKMA,2014,Rabi       ,Rapeseed &Mustard,327,138
Chhattisgarh,SUKMA,2014,Rabi       ,Urad,30,11
Chhattisgarh,SUKMA,2014,Rabi       ,Wheat,1,1
Chhattisgarh,SUKMA,2014,Whole Year ,Banana,101,3362
Chhattisgarh,SUKMA,2014,Whole Year ,Coconut ,2,
Chhattisgarh,SUKMA,2014,Whole Year ,Dry chillies,90,32
Chhattisgarh,SUKMA,2014,Whole Year ,Dry ginger,2,2
Chhattisgarh,SUKMA,2014,Whole Year ,Jowar,1090,1086
Chhattisgarh,SUKMA,2014,Whole Year ,Sugarcane,4,36
Chhattisgarh,SUKMA,2014,Whole Year ,Sweet potato,45,208
Chhattisgarh,SUKMA,2014,Whole Year ,Turmeric,26,22
Chhattisgarh,SURAJPUR,2014,Kharif     ,Arhar/Tur,4258,2299
Chhattisgarh,SURAJPUR,2014,Kharif     ,Groundnut,3544,5058
Chhattisgarh,SURAJPUR,2014,Kharif     ,Horse-gram,2867,856
Chhattisgarh,SURAJPUR,2014,Kharif     ,Maize,10489,18783
Chhattisgarh,SURAJPUR,2014,Kharif     ,Mesta,301,474
Chhattisgarh,SURAJPUR,2014,Kharif     ,Moong(Green Gram),57,11
Chhattisgarh,SURAJPUR,2014,Kharif     ,Niger seed,4392,800
Chhattisgarh,SURAJPUR,2014,Kharif     ,Other Kharif pulses,565,93
Chhattisgarh,SURAJPUR,2014,Kharif     ,Ragi,333,88
Chhattisgarh,SURAJPUR,2014,Kharif     ,Rice,106865,196547
Chhattisgarh,SURAJPUR,2014,Kharif     ,Sannhamp,188,52
Chhattisgarh,SURAJPUR,2014,Kharif     ,Sesamum,1468,684
Chhattisgarh,SURAJPUR,2014,Kharif     ,Small millets,6129,1697
Chhattisgarh,SURAJPUR,2014,Kharif     ,Soyabean,11,5
Chhattisgarh,SURAJPUR,2014,Kharif     ,Sunflower,3,1
Chhattisgarh,SURAJPUR,2014,Kharif     ,Urad,5688,2004
Chhattisgarh,SURAJPUR,2014,Rabi       ,Barley,629,651
Chhattisgarh,SURAJPUR,2014,Rabi       ,Gram,940,860
Chhattisgarh,SURAJPUR,2014,Rabi       ,Khesari,331,309
Chhattisgarh,SURAJPUR,2014,Rabi       ,Linseed,2208,924
Chhattisgarh,SURAJPUR,2014,Rabi       ,Masoor,579,188
Chhattisgarh,SURAJPUR,2014,Rabi       ,Moong(Green Gram),14,2
Chhattisgarh,SURAJPUR,2014,Rabi       ,Other  Rabi pulses,36,7
Chhattisgarh,SURAJPUR,2014,Rabi       ,Peas & beans (Pulses),1020,442
Chhattisgarh,SURAJPUR,2014,Rabi       ,Potato,2891,15430
Chhattisgarh,SURAJPUR,2014,Rabi       ,Rapeseed &Mustard,4610,2268
Chhattisgarh,SURAJPUR,2014,Rabi       ,Urad,2,
Chhattisgarh,SURAJPUR,2014,Rabi       ,Wheat,6872,13163
Chhattisgarh,SURAJPUR,2014,Whole Year ,Coriander,220,44
Chhattisgarh,SURAJPUR,2014,Whole Year ,Dry chillies,531,266
Chhattisgarh,SURAJPUR,2014,Whole Year ,Dry ginger,256,345
Chhattisgarh,SURAJPUR,2014,Whole Year ,Garlic,203,531
Chhattisgarh,SURAJPUR,2014,Whole Year ,Jowar,322,257
Chhattisgarh,SURAJPUR,2014,Whole Year ,Onion,675,2390
Chhattisgarh,SURAJPUR,2014,Whole Year ,Sugarcane,1951,13599
Chhattisgarh,SURAJPUR,2014,Whole Year ,Sweet potato,394,2136
Chhattisgarh,SURAJPUR,2014,Whole Year ,Tobacco,21,9
Chhattisgarh,SURAJPUR,2014,Whole Year ,Turmeric,257,232
Chhattisgarh,SURGUJA,2014,Kharif     ,Arhar/Tur,4301,2972
Chhattisgarh,SURGUJA,2014,Kharif     ,Groundnut,2806,3873
Chhattisgarh,SURGUJA,2014,Kharif     ,Horse-gram,2747,821
Chhattisgarh,SURGUJA,2014,Kharif     ,Jute,13,
Chhattisgarh,SURGUJA,2014,Kharif     ,Maize,9312,16677
Chhattisgarh,SURGUJA,2014,Kharif     ,Mesta,186,304
Chhattisgarh,SURGUJA,2014,Kharif     ,Moong(Green Gram),10,2
Chhattisgarh,SURGUJA,2014,Kharif     ,Niger seed,9249,1685
Chhattisgarh,SURGUJA,2014,Kharif     ,Other Kharif pulses,219,
Chhattisgarh,SURGUJA,2014,Kharif     ,Potato,540,2762
Chhattisgarh,SURGUJA,2014,Kharif     ,Ragi,3,1
Chhattisgarh,SURGUJA,2014,Kharif     ,Rice,117268,206623
Chhattisgarh,SURGUJA,2014,Kharif     ,Sannhamp,96,27
Chhattisgarh,SURGUJA,2014,Kharif     ,Sesamum,259,120
Chhattisgarh,SURGUJA,2014,Kharif     ,Small millets,2643,424
Chhattisgarh,SURGUJA,2014,Kharif     ,Soyabean,6,4
Chhattisgarh,SURGUJA,2014,Kharif     ,Sunflower,24,8
Chhattisgarh,SURGUJA,2014,Kharif     ,Urad,4180,1474
Chhattisgarh,SURGUJA,2014,Rabi       ,Barley,121,100
Chhattisgarh,SURGUJA,2014,Rabi       ,Gram,1438,1617
Chhattisgarh,SURGUJA,2014,Rabi       ,Khesari,13,14
Chhattisgarh,SURGUJA,2014,Rabi       ,Linseed,2981,1268
Chhattisgarh,SURGUJA,2014,Rabi       ,Masoor,1233,428
Chhattisgarh,SURGUJA,2014,Rabi       ,Peas & beans (Pulses),969,455
Chhattisgarh,SURGUJA,2014,Rabi       ,Potato,1875,12174
Chhattisgarh,SURGUJA,2014,Rabi       ,Rapeseed &Mustard,6333,3682
Chhattisgarh,SURGUJA,2014,Rabi       ,Wheat,5415,9919
Chhattisgarh,SURGUJA,2014,Whole Year ,Banana,15,351
Chhattisgarh,SURGUJA,2014,Whole Year ,Coriander,88,20
Chhattisgarh,SURGUJA,2014,Whole Year ,Dry chillies,357,187
Chhattisgarh,SURGUJA,2014,Whole Year ,Dry ginger,269,322
Chhattisgarh,SURGUJA,2014,Whole Year ,Garlic,240,629
Chhattisgarh,SURGUJA,2014,Whole Year ,Jowar,130,103
Chhattisgarh,SURGUJA,2014,Whole Year ,Onion,518,3904
Chhattisgarh,SURGUJA,2014,Whole Year ,Sugarcane,941,6572
Chhattisgarh,SURGUJA,2014,Whole Year ,Sweet potato,252,1435
Chhattisgarh,SURGUJA,2014,Whole Year ,Tobacco,4,2
Chhattisgarh,SURGUJA,2014,Whole Year ,Turmeric,151,145
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2014,Kharif     ,Jowar,465,372
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2014,Kharif     ,Maize,75,75
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2014,Kharif     ,Ragi,1030,1060
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2014,Kharif     ,Rice,13490,25181
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2014,Kharif     ,Small millets,215,203
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2014,Rabi       ,Rice,376,726
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2014,Winter     ,Maize,35,35
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2014,Winter     ,Wheat,139,289
Goa,NORTH GOA,2014,Kharif     ,Groundnut,361,734
Goa,NORTH GOA,2014,Kharif     ,Other Kharif pulses,200,178
Goa,NORTH GOA,2014,Kharif     ,Ragi,0.1,0.08
Goa,NORTH GOA,2014,Kharif     ,Rice,14385,40962
Goa,NORTH GOA,2014,Rabi       ,Groundnut,1910,3577
Goa,NORTH GOA,2014,Rabi       ,Other  Rabi pulses,7010,6887
Goa,NORTH GOA,2014,Rabi       ,Rice,6820,18826
Goa,NORTH GOA,2014,Whole Year ,Arecanut,1472,2443
Goa,NORTH GOA,2014,Whole Year ,Banana,1304,14754
Goa,NORTH GOA,2014,Whole Year ,Black pepper,443,146
Goa,NORTH GOA,2014,Whole Year ,Cashewnut,40819,18297
Goa,NORTH GOA,2014,Whole Year ,Coconut ,11399,564
Goa,NORTH GOA,2014,Whole Year ,Mango,1442,2682
Goa,NORTH GOA,2014,Whole Year ,Other Fresh Fruits,2283,24302
Goa,NORTH GOA,2014,Whole Year ,Other Vegetables,3940,45015
Goa,NORTH GOA,2014,Whole Year ,Pineapple,262,4348
Goa,NORTH GOA,2014,Whole Year ,Sugarcane,129,5767
Goa,SOUTH GOA,2014,Kharif     ,Other Kharif pulses,8,8
Goa,SOUTH GOA,2014,Kharif     ,Ragi,15.4,10.72
Goa,SOUTH GOA,2014,Kharif     ,Rice,13455,40307
Goa,SOUTH GOA,2014,Rabi       ,Other  Rabi pulses,1305,984
Goa,SOUTH GOA,2014,Rabi       ,Rice,7310,20410
Goa,SOUTH GOA,2014,Whole Year ,Arecanut,278,452
Goa,SOUTH GOA,2014,Whole Year ,Banana,1076,12128
Goa,SOUTH GOA,2014,Whole Year ,Black pepper,321,98
Goa,SOUTH GOA,2014,Whole Year ,Cashewnut,15260,6714
Goa,SOUTH GOA,2014,Whole Year ,Coconut ,14387,714
Goa,SOUTH GOA,2014,Whole Year ,Mango,3401,6205
Goa,SOUTH GOA,2014,Whole Year ,Other Fresh Fruits,2283,24302
Goa,SOUTH GOA,2014,Whole Year ,Other Vegetables,3248,36986
Goa,SOUTH GOA,2014,Whole Year ,Pineapple,105,1737
Goa,SOUTH GOA,2014,Whole Year ,Sugarcane,679,43448
Jammu and Kashmir ,ANANTNAG,2014,Kharif     ,Dry chillies,113,17.8
Jammu and Kashmir ,ANANTNAG,2014,Kharif     ,Maize,11761,13768
Jammu and Kashmir ,ANANTNAG,2014,Kharif     ,Moong(Green Gram),51,6.2
Jammu and Kashmir ,ANANTNAG,2014,Kharif     ,Onion,104,94.1
Jammu and Kashmir ,ANANTNAG,2014,Kharif     ,Other Kharif pulses,47,1.6
Jammu and Kashmir ,ANANTNAG,2014,Kharif     ,Potato,99,508.3
Jammu and Kashmir ,ANANTNAG,2014,Kharif     ,Rice,23904,19403
Jammu and Kashmir ,ANANTNAG,2014,Kharif     ,Sannhamp,2,0.7
Jammu and Kashmir ,ANANTNAG,2014,Kharif     ,Urad,4,0.1
Jammu and Kashmir ,BADGAM,2014,Kharif     ,Dry chillies,9,10.6
